,0
379,345316.8161337088
380,159536.12952573918
381,143730.3352746003
382,189716.0129600018
383,241901.4829754277
384,253669.73577244132
385,217768.78568576154
386,239438.56627404795
387,234748.8636720761
388,159298.1549820127
389,151717.2444177257
390,143340.82236188563
391,175144.72006581633
392,125160.76959303797
393,144511.83242053955
394,152966.7265316397
395,129600.74532622678
396,139182.15577465342
397,118240.3700213817
398,116566.51136707525
399,122854.40796578254
400,109958.23541480533
401,124840.85995504861
402,97048.34353505122
403,132565.48828040884
404,94746.78905635739
405,93674.62874635248
406,116984.26980695866
407,126721.09087669855
408,140352.13449135926
409,143106.09689066128
410,144847.0709906912
411,126421.90576258712
412,138046.33649892063
413,140597.40739004442
414,151833.02855905175
415,146669.91848857206
416,146674.36769619706
417,125057.56324933427
418,100969.81844721317
419,150767.80670081993
420,396069.1239574057
421,450846.7695765435
422,447724.20417638565
423,505271.3263592953
424,360117.0197978051
425,262380.97279319493
426,337191.80826889304
427,396631.4312597215
428,373023.97702123265
429,389726.1936954905
430,423054.9104094065
431,433531.4153767207
432,541672.963134381
433,436696.0037698636
434,335231.6469561019
435,328038.9569960793
436,357101.7911173941
437,277433.897373933
438,349154.3395890909
439,316476.7394300341
440,332138.5845731688
441,364130.40253523097
442,363289.2527942257
443,299357.80785307824
444,284045.03677653277
445,265373.1094479512
446,232060.78449479485
447,434772.4255177409
448,421559.53064690734
449,288464.13172059495
450,250855.4275071788
451,204529.90865870714
452,198888.48846288284
453,202570.00206667033
454,213023.0624083545
455,202835.05451221974
456,490574.6975618756
457,369153.4592640777
458,340477.34010230063
459,284134.9038787537
460,308804.76412922126
461,218629.70206396107
462,189512.55045602494
463,182982.6418212955
464,174237.6966902165
465,177128.02750686277
466,180276.13765765904
467,187492.61184567487
468,190931.81008639716
469,209582.65567247133
470,185409.5803742173
471,181751.23301667033
472,164271.9736904949
473,154224.52717390168
474,183228.16433339723
475,206134.36326341843
476,165499.45712066806
477,186156.46585882327
478,193681.5268634267
479,187925.32843876816
480,191175.22482030865
481,178215.89769080136
482,208185.34846128192
483,227324.9119106054
484,254088.25547685672
485,215756.43596983002
486,161898.2542417864
487,178402.66972071247
488,181387.03911435566
489,163203.3796764655
490,249078.9521564255
491,189249.8508145173
492,206121.1045456673
493,170802.1395737598
494,327891.04335041565
495,350019.4831605193
496,340048.7497767154
497,323076.67994407134
498,332618.69236353686
499,284040.70916699216
500,337484.29427892744
501,316031.43654267
502,267787.9527282191
503,280472.50884345255
504,365372.84962625813
505,252698.02330359293
506,237594.50341578387
507,255417.66941310657
508,252142.68718641895
509,268183.9249907579
510,286900.0692261972
511,251673.4217771513
512,238323.45121093187
513,322770.82406138483
514,247726.30752507056
515,214091.5875956684
516,195385.35193053586
517,223732.93139205067
518,239556.9232945203
519,203201.13953335275
520,278621.0557362939
521,359317.1990098206
522,227178.67547219043
523,383630.78218808875
524,272362.71230230515
525,252204.00838438526
526,219668.37491691936
527,258830.57709629412
528,273343.37467335194
529,232673.02711357037
530,196199.97777450446
531,230228.21110730007
532,210833.4628254007
533,176378.22268185948
534,165774.15520781628
535,147204.6880221353
536,211085.01125175442
537,241634.95986241638
538,187501.82319991066
539,154077.85965752357
540,131971.95366624588
541,162050.34272596834
542,205346.70983257293
543,229343.38825645685
544,254479.20922569485
545,185283.17128322105
546,187955.08860609686
547,105887.9184145586
548,147451.2531145629
549,174272.74911867193
550,160269.0212939136
551,163535.75579136985
552,73624.17475497481
553,83995.15339375664
554,118716.15083791837
555,134320.87301685388
556,125996.36652457932
557,118359.502868165
558,118746.60688077251
559,120441.28183481959
560,128409.48965322433
561,117886.82114135768
562,100902.33669881368
563,278980.57611236913
564,259043.35115357774
565,252207.93791419512
566,166467.0236104994
567,171464.17895124078
568,219077.92967500188
569,195181.5719077262
570,176060.36700291804
571,179458.20546191308
572,169526.0368234392
573,201374.367356228
574,317432.57081636507
575,207543.24158792474
576,204832.55653532085
577,194817.2618457878
578,164981.33342699974
579,147199.24440396804
580,174482.06787648256
581,186699.8997772063
582,228226.01269053615
583,216428.71625704205
584,152855.06728531432
585,239481.2694458527
586,184999.96923968047
587,132354.21956093743
588,130671.13280702202
589,236514.0134052926
590,163401.54093048986
591,206442.87244350917
592,213757.60086369741
593,116764.43836114876
594,156813.46449178373
595,125402.78366979728
596,196395.05064918974
597,169741.1378212297
598,165464.32738832483
599,142832.59051518314
600,117553.83155250657
601,132988.17816501553
602,150979.39467114632
603,157744.91845436327
604,139336.62587095652
605,161203.37153620913
606,164416.85603132096
607,154881.89590945747
608,149116.9724668493
609,189378.14266108253
610,170167.76388522735
611,137586.27409673814
612,173944.3494383443
613,109916.24715299965
614,100361.2323676101
615,98966.43662169485
616,154958.99831167608
617,201456.148728023
618,191503.6439089942
619,121915.25311120867
620,149941.6355990638
621,141084.57330489074
622,124715.61669261206
623,194971.44126901097
624,172267.8197430693
625,243700.9670705608
626,212737.3876293082
627,210172.21480201615
628,126705.96990622558
629,109159.4197654169
630,144849.37004595224
631,168539.82213682064
632,168181.8450666697
633,148616.80967289978
634,156184.03257383965
635,149607.4677721699
636,122775.76388630239
637,135359.80385332927
638,124596.32924730245
639,185825.50067550415
640,166830.82328764518
641,149504.75497910986
642,135426.26459894713
643,112781.05568126621
644,125904.75458002591
645,106132.94901622317
646,159039.20882618654
647,103905.3113545914
648,149629.4536030133
649,118653.23209048985
650,79721.10284033333
651,159350.61045565523
652,124087.61335025862
653,125057.94416110017
654,92147.2879958365
655,130654.60899538123
656,140254.25710184235
657,104769.46967557026
658,107203.07200994491
659,138947.9873717411
660,145275.48169847077
661,156691.25242347532
662,72714.49963983192
663,112989.94811010887
664,107745.88475251386
665,72499.53139868638
666,192959.76115999592
667,165153.727613291
668,128589.90628275627
669,198158.90308249253
670,159158.9968328008
671,129608.68250628338
672,156650.12374473654
673,189606.96511673636
674,118874.0931150204
675,149120.8305216853
676,91074.76259292323
677,120450.01698394492
678,89650.88637198324
679,140961.4013186019
680,125116.93412399682
681,129558.77321703557
682,104537.87480661261
683,125834.72999012953
684,155958.34945215922
685,129308.82534718556
686,111025.87814908453
687,155557.2078936931
688,135463.51883964762
689,127629.11130591488
690,108462.26310460991
691,103241.526844632
692,111824.25615195608
693,128130.3276218393
694,125542.65702837767
695,80388.81394444889
696,116621.08601219059
697,130552.26001147665
698,150693.21876856487
699,139801.846227172
700,88288.34298923903
701,117373.21535562878
702,140618.06366243432
703,110716.74941333194
704,90208.88476933465
705,128515.084836678
706,88896.42067555673
707,92969.5671864548
708,60407.34675943965
709,67035.15261557658
710,86079.03571719312
711,99009.24369974778
712,91723.52302532803
713,112510.88641462267
714,117205.00341308062
715,134667.08993983327
716,229493.2406140428
717,159514.3026291523
718,137116.48893493006
719,162925.49370530972
720,40147.483753078166
721,146331.70217420196
722,69686.81534777238
723,151264.6227326867
724,97074.7025108778
725,149769.35097201157
726,62503.03079101447
727,10860.261921625613
728,213798.55485498282
729,139512.82538877614
730,192652.0063904464
731,147179.02839267926
732,94083.48143337948
733,125633.74132057291
734,149219.48850093683
735,136486.097541585
736,127941.13060151908
737,101794.73202724621
738,120752.76613415213
739,100423.50441929413
740,140648.66209793615
741,150341.2733351575
742,40974.5979576291
743,106980.0297082906
744,104481.85737422612
745,145879.2902746381
746,124524.19665738344
747,179725.88762530882
748,168964.8026536677
749,151688.84645559362
750,168825.57247025508
751,146973.1028477011
752,114955.9197586916
753,54097.984657904446
754,152446.8162585059
755,91506.78800150959
756,117713.91241993959
757,117298.11982472066
758,134011.46976967645
759,85768.25238600379
760,110089.6223218803
761,103511.22041808849
762,163546.39398611494
763,161510.67968889733
764,140662.75244351054
765,47730.44011397868
766,114828.44578500526
767,70196.24673702136
768,147043.14991859457
769,137523.44018395006
770,167782.62437738417
771,132242.5265894374
772,130885.04456244665
773,139116.222291258
774,141172.37149378407
775,136775.92227720804
776,125395.33439901716
777,149905.9637540875
778,149627.12721455767
779,172059.03082817147
780,44957.7999255382
781,165473.05665146437
782,215094.3098483915
783,142283.19070279496
784,104376.66224598937
785,212671.55605407513
786,152136.76267915592
787,114393.14517311628
788,154436.53323446395
789,111709.32800908375
790,78274.04526509541
791,147825.12166572118
792,85354.81405133591
793,112185.68815002113
794,69376.46684129222
795,121203.24711024573
796,132660.99515939108
797,103917.00647379406
798,106246.06979621592
799,163792.14414341966
800,154045.7725485367
801,296187.5746558893
802,257316.87063126318
803,194961.765920438
804,214708.3170233069
805,231723.03407661692
806,128662.94075172854
807,106641.844890479
808,149943.1598612188
809,142983.1734587924
810,109819.85854987829
811,110564.60294335909
812,144029.4432112952
813,151819.77396378812
814,109283.91685874725
815,282849.29703182896
816,271770.4665055467
817,271733.71058244235
818,364585.2900287934
819,297510.69031352963
820,277651.07640786865
821,351486.66773571825
822,221329.25490970604
823,217280.32730257
824,296282.25854051835
825,296016.4135784245
826,232791.56086887227
827,209059.62547547894
828,223647.2797386629
829,202576.6015028845
830,251173.22609580978
831,175758.43464626992
832,248738.90918330292
833,241620.8517666208
834,183815.3564123982
835,157667.97928997886
836,155736.96869038738
837,208337.3558537276
838,229849.40508380078
839,200871.41027750174
840,153000.51370225672
841,145762.644706299
842,197516.24101116418
843,217014.88745114382
844,200081.32088070075
845,198313.6469136579
846,182278.53663195332
847,207234.78071551322
848,213671.49314364546
849,189775.41197617375
850,208722.3970045892
851,190124.7187586496
852,131505.04637799488
853,136761.07293087273
854,137002.06547743233
855,154879.0425617119
856,143381.09072515168
857,161078.6582533631
858,128728.53488572835
859,125136.48508874114
860,136739.335063397
861,141912.11857667338
862,243021.7598251806
863,239337.2798399672
864,242124.07907769372
865,255597.61249141005
866,336116.2057879136
867,188186.3073541485
868,201828.74754065165
869,240008.7947653837
870,221224.10136865464
871,284531.1569812688
872,218152.20182553533
873,236638.3381452859
874,190249.22362381846
875,170324.29908475897
876,197790.44824977906
877,133109.3524240693
878,133156.19165678055
879,266002.89310207666
880,190587.53556090244
881,188360.2909660049
882,170802.1495318767
883,166923.4245066327
884,106753.5481463654
885,177786.40562190022
886,103666.0380301987
887,208041.2740527062
888,139402.2400597167
889,108747.96523134186
890,134867.95013125867
891,328582.65105194505
892,111007.24450736295
893,102887.13405492259
894,97495.63044170925
895,131000.36430234337
896,92025.55812668963
897,91630.12604552598
898,58616.10978815525
899,115213.11236795099
900,138080.8925415295
901,69221.5296995221
902,123247.58941285004
903,132588.3134276145
904,141010.7267501716
905,121524.57794353555
906,110015.93847921831
907,50664.99809114046
908,148071.66382971284
909,206057.15014286057
910,104531.22820321852
911,144943.7891550552
912,161329.20018382918
913,147910.75474694534
914,145702.9154460672
915,179985.80342866926
916,143629.76953738387
917,153813.25900007866
918,239882.79117523786
919,191803.30145084072
920,180397.71902034892
921,158030.88865971199
922,170794.43744653717
923,153133.6040299777
924,130902.08408921627
925,209209.77563327304
926,154513.24139568192
927,172160.7547586013
928,195681.82628874257
929,163176.19415556215
930,151364.9722792484
931,237068.91105356318
932,109571.3824033134
933,133525.99927194917
934,124081.84531042817
935,129476.22429927372
936,216974.51344658714
937,314737.89978613326
938,240775.27422187495
939,130568.88012502264
940,155261.19047312858
941,98919.84626300228
942,53936.773131673624
943,65636.52359876147
944,314672.6639503951
945,46176.83740292449
946,237221.15556118276
947,277239.28123307345
948,234184.87838941353
949,227286.09942944752
950,144509.30107413465
951,178762.1927611432
952,117861.51701469123
953,174412.4493106045
954,164421.53755386802
955,137500.4071214755
956,361186.9857552865
957,334789.9168178637
958,224649.62092844365
959,390080.1057281069
960,344860.0728940281
961,217041.84159149005
962,191587.3929618747
963,230746.59489843156
964,231053.0953007863
965,223769.32706809754
966,203209.41349825112
967,358327.54054955073
968,386622.6255526851
969,136735.2141730055
970,124823.85047616278
971,159276.0962062031
972,162666.64193814143
973,107183.52019984048
974,111422.22384665665
975,91320.28932465939
976,165516.20710076182
977,70984.70454123517
978,94666.04299654227
979,72427.17454029858
980,132509.1839857918
981,128633.8140577648
982,164690.45365224697
983,111170.40413440221
984,139323.85554101784
985,161818.65156706667
986,136135.99509133486
987,234423.7930253839
988,191718.84704420948
989,192253.55946269725
990,242267.14134923022
991,200700.44519116747
992,185443.61487319059
993,166439.2383269128
994,206185.2837762492
995,216503.33529726096
996,174454.0640520298
997,175854.3842456721
998,202653.71876612812
999,305636.0647578185
1000,258685.02357934127
1001,227034.70657525427
1002,207642.77255623107
1003,174953.29373882228
1004,169733.89870108658
1005,177860.52188481786
1006,192797.16107390544
1007,176518.57321762253
1008,215173.2263006824
1009,234379.16877437755
1010,357826.29958357854
1011,354044.6099370931
1012,410512.9470931593
1013,126448.2348589279
1014,231937.19424408337
1015,170284.48642303294
1016,207667.93635092123
1017,237444.41519989254
1018,178528.53875545115
1019,180172.98348109174
1020,249834.69296696235
1021,211299.69324916916
1022,276060.933184191
1023,173123.83548788333
1024,162008.70101115573
1025,182540.33349656
1026,137160.58814028947
1027,281488.8938998225
1028,164295.59231452685
1029,159938.42399102886
1030,195393.7223088486
1031,158360.30625360797
1032,271833.6274523658
1033,133950.2305663781
1034,154038.89341008806
1035,99268.09852115824
1036,122588.19299925253
1037,114840.01144949872
1038,152439.0714138172
1039,94632.51300897365
1040,92002.596946091
1041,106524.65259440677
1042,91848.8419446245
1043,81136.40979122158
1044,84544.40296234965
1045,110610.26535527011
1046,143497.69746132265
1047,138790.962503499
1048,136276.45015915137
1049,96659.75384393401
1050,363126.60743710044
1051,437057.240028791
1052,328425.21840813314
1053,431639.35452156456
1054,300627.230830948
1055,336443.4680259191
1056,402905.869446467
1057,394359.59431103506
1058,409247.4777963733
1059,474642.4113263464
1060,379770.57785908657
1061,279937.0425488327
1062,324901.27659791184
1063,594802.1126718137
1064,408795.94019610493
1065,268745.2149887668
1066,274531.49370959285
1067,352590.4869492218
1068,334000.95013184263
1069,328446.3182737635
1070,374847.88768230984
1071,199167.0861867346
1072,297597.52021090186
1073,305297.1029559672
1074,358132.92693235807
1075,219324.43188441987
1076,200351.86328412592
1077,174044.39475366095
1078,187191.95947840303
1079,205045.0796208916
1080,229116.32485018272
1081,207745.05036860122
1082,179116.5602014335
1083,188465.85192217166
1084,205050.74436828867
1085,174020.81392993755
1086,193845.06710567005
1087,194257.9569166105
1088,167175.56390622968
1089,189852.9517932093
1090,206096.75432269444
1091,226341.5449702863
1092,191494.2146217788
1093,222824.9083708679
1094,198755.79458528737
1095,166176.58869251766
1096,231220.6939340618
1097,180362.36091261596
1098,290990.65389424725
1099,324912.7159181327
1100,293297.9887781757
1101,327452.27993612754
1102,326519.6089213027
1103,292122.43798773084
1104,315874.18931156554
1105,352889.63116881205
1106,332530.9476975011
1107,289604.35477227793
1108,279790.4889299393
1109,320897.7976659517
1110,232627.4366891884
1111,227034.35139434558
1112,232341.05337179065
1113,254188.85155035683
1114,295522.02581329364
1115,247281.65992221388
1116,229197.91454904195
1117,258719.67440782703
1118,288309.1545787021
1119,239809.48271506326
1120,222629.52239007683
1121,221304.7785223825
1122,212375.39943784557
1123,219187.4423730178
1124,268804.2648662219
1125,239898.74510883956
1126,315842.04774535913
1127,209537.6956085168
1128,249515.10104288254
1129,227128.31980608212
1130,207832.68207734684
1131,160467.30611104035
1132,198436.92551306888
1133,186232.89124786784
1134,139689.3332468866
1135,159777.89773456572
1136,161554.01320816064
1137,177553.79107613073
1138,167732.18002179492
1139,175532.4860598134
1140,183645.89127258852
1141,208492.56938561142
1142,208178.40878815632
1143,192707.5455531145
1144,191246.78214097937
1145,178943.2961607483
1146,174301.8615844528
1147,183861.36427207704
1148,143212.75038417906
1149,118295.61149817253
1150,136958.2188787902
1151,131920.72963510765
1152,104554.24692415664
1153,97778.59971446238
1154,131703.92474819085
1155,192528.2571892015
1156,153325.4808314714
1157,291190.39604233217
1158,372459.9689213105
1159,181964.69064876993
1160,157264.71045789216
1161,169593.4282400463
1162,154735.71278302994
1163,154582.61711403192
1164,155453.5640233358
1165,165770.0077847713
1166,171556.24565900897
1167,282029.5921904357
1168,257735.5689562208
1169,276452.0731934177
1170,275589.56567431905
1171,287358.6797600351
1172,153518.0495250765
1173,181498.96318017232
1174,232448.40111223914
1175,200967.0759473819
1176,210568.93859319907
1177,364390.0312330569
1178,238304.34013319373
1179,225909.17296820623
1180,301869.53239243885
1181,168578.24074034957
1182,298050.1425071468
1183,274453.7573990801
1184,210673.64774695912
1185,184908.16564896918
1186,184110.8744618497
1187,172290.19812973918
1188,164181.02788952686
1189,205650.24732252577
1190,141244.71692400932
1191,248406.26918419602
1192,143059.33032450464
1193,151482.75617066474
1194,137401.52985511554
1195,136505.17468138767
1196,133662.70073150942
1197,133038.22465314745
1198,164669.99158398405
1199,317686.40025876753
1200,193827.71285133908
1201,160366.4492139569
1202,201731.40762983914
1203,178269.42010210562
1204,101307.14205096333
1205,106035.43110496452
1206,118444.24537893939
1207,147515.1513534871
1208,165092.14705494925
1209,168618.903852208
1210,141148.3641575792
1211,148122.74315631547
1212,193870.61142273725
1213,203358.3920857193
1214,111722.3866872951
1215,142187.47058280767
1216,149021.5247845967
1217,124422.06118882341
1218,144003.74258313718
1219,72500.17830623318
1220,65000.9353007184
1221,122558.25713445715
1222,85713.54703608603
1223,163081.94688213273
1224,111674.05757586106
1225,126695.18689265469
1226,173965.09268030932
1227,95293.79074206014
1228,228707.0330690217
1229,152700.49866602017
1230,139430.69008533773
1231,173361.3719845725
1232,155233.1459820699
1233,215197.4629621597
1234,137018.15261724012
1235,123786.13914412112
1236,145032.79386763676
1237,127198.38537668723
1238,189823.03822874988
1239,168412.41862459277
1240,168339.04290903476
1241,130066.35988055676
1242,181379.7232811033
1243,141445.57006553074
1244,126252.90024172523
1245,109169.40336475486
1246,130274.60107801815
1247,95541.74913899714
1248,173194.43054578576
1249,125744.29879342768
1250,88141.25034567676
1251,99986.36209588939
1252,106970.74543964927
1253,140347.17596470384
1254,93093.75443162452
1255,112037.20313001092
1256,134064.18131333523
1257,94236.429519287
1258,145770.31744425205
1259,94618.21986380202
1260,166742.34349406048
1261,120186.32727324218
1262,193672.39186696114
1263,146334.33953765075
1264,152459.59728084994
1265,233106.44654711284
1266,126176.6956180197
1267,111997.75562349684
1268,95615.41434327974
1269,138812.44583884353
1270,161398.95837372338
1271,128209.83919166139
1272,153862.06323169736
1273,128264.72431034283
1274,119882.9046168028
1275,114293.15795259859
1276,120500.91386422483
1277,132140.98151435325
1278,152597.64272468258
1279,106599.2604915633
1280,158554.88472111634
1281,189720.24447287124
1282,118037.95130189433
1283,104372.94637738055
1284,74957.13972848264
1285,159892.81751698564
1286,121689.49771331146
1287,105468.15045976525
1288,254176.61164490823
1289,67977.00115478822
1290,123128.41313398804
1291,111117.18340525133
1292,200152.245354642
1293,129255.59202517368
1294,137116.4059891794
1295,110268.32500136271
1296,164153.17952647898
1297,65030.81542015794
1298,99684.62168419897
1299,82582.45480313993
1300,153831.32617563166
1301,147039.6389142391
1302,49752.303925289656
1303,111276.04701793367
1304,107686.98362847837
1305,77182.43424062684
1306,278241.0383690997
1307,98911.92741430052
1308,129952.12019054417
1309,113322.63967446229
1310,91392.59412994428
1311,90522.27604990275
1312,132016.85701163107
1313,121088.00917953646
1314,140496.65900496516
1315,147293.5301692136
1316,151895.08618665393
1317,125694.65042507286
1318,130412.86849240052
1319,112206.45513802323
1320,350986.99379996356
1321,64053.110978128025
1322,195183.20678195855
1323,105972.37743016565
1324,155901.29867423896
1325,101626.2073732914
1326,109637.54408837302
1327,126650.48940238776
1328,140652.1396178917
1329,93117.3445779235
1330,142970.9978334043
1331,111277.09617343558
1332,123078.82453348306
1333,110483.35005998408
1334,171424.2848160906
1335,120489.87423526248
1336,115863.9305247713
1337,150735.41879443498
1338,119544.81804962791
1339,121564.66909864589
1340,98396.36757745754
1341,79305.52444278728
1342,118984.35982713188
1343,87859.86837215043
1344,158083.14962931536
1345,160938.9297525665
1346,126008.76138447301
1347,146490.16390665073
1348,117615.39729680406
1349,75036.61709737906
1350,128420.46805680761
1351,177977.06874276308
1352,165332.4263196807
1353,143920.00782602996
1354,139313.89617766705
1355,123948.624417495
1356,154994.43343394247
1357,166305.67328163714
1358,124150.66620751636
1359,75245.08769376713
1360,134191.29702184303
1361,135724.36632077713
1362,115224.75373846077
1363,123130.45988056087
1364,112203.85333011468
1365,94885.1651741927
